Accession;TM domains;Signal peptide;TM string
Q9NWW9;1;0;o130-155i
Q9NWX5;0;0;i
Q9NWX6;0;0;i
Q9NWY4;0;0;i
Q9NWZ3;0;0;i
Q9NWZ5;0;0;i
Q9NWZ8;0;0;i
Q9NX01;0;0;i
Q9NX02;0;0;i
Q9NX04;0;0;i
Q9NX07;0;0;i
Q9NX09;0;0;i
Q9NX14;1;Y;n2-10c15/16o89-110i
Q9NX18;0;Y;n3-14c22/23o
Q9NX24;0;0;i
Q9NX40;0;0;i
Q9NX46;0;Y;n3-11c16/17o
Q9NX47;4;0;i99-119o139-159i209-227o239-256i
Q9NX52;7;0;i73-92o123-148i160-177o183-202i214-233o245-265i277-299o
Q9NX55;0;0;i
Q9NX57;0;0;i
Q9NX58;0;0;i
Q9NX61;7;Y;n2-17c28/29o136-157i169-187o225-244i265-284o316-340i367-392o450-472i
Q9NX62;1;0;o6-28i
Q9NX63;0;0;i
Q9NX65;0;0;i
Q9NX70;0;0;i
Q9NX74;0;0;i
Q9NX76;4;0;i46-71o77-95i107-125o137-157i
Q9NX78;9;0;i24-44o70-87i94-117o137-159i180-206o218-236i321-338o358-376i388-405o
Q9NX94;1;0;o43-61i
Q9NX95;2;0;i602-624o636-654i
Q9NXA8;0;0;i
Q9NXB0;0;0;i
Q9NXB9;7;0;o34-52i64-84o117-135i147-164o170-192i204-224o230-254i
Q9NXC2;0;0;i
Q9NXC5;0;0;i
Q9NXE4;1;0;o819-850i
Q9NXE8;0;0;i
Q9NXF1;2;0;o793-811i823-844o
Q9NXF8;4;0;i48-70o76-94i174-198o218-238i
Q9NXG0;0;0;i
Q9NXG2;0;0;i
Q9NXG6;1;0;i59-84o
Q9NXH9;0;Y;n4-12c19/20o
Q9NXI6;2;0;i155-174o180-199i
Q9NXJ5;0;0;i
Q9NXL9;0;0;i
Q9NXR1;0;0;i
Q9NXR5;0;0;i
Q9NXR7;0;0;i
Q9NXR8;0;0;i
Q9NXS2;1;0;i35-55o
Q9NXV2;0;0;i
Q9NXV6;0;0;i
Q9NXW2;1;0;i242-267o
Q9NXW9;0;0;i
Q9NXX6;0;0;i
Q9NY12;0;0;i
Q9NY15;1;Y;n6-17c25/26o2476-2499i
Q9NY25;1;0;o6-27i
Q9NY26;7;0;o31-52i68-89o109-126i210-230o236-261i273-291o303-322i
Q9NY27;0;0;i
Q9NY28;0;Y;n10-21c28/29o
Q9NY30;0;0;i
Q9NY33;0;0;i
Q9NY46;22;0;i124-147o195-215i227-244o250-270i400-427o761-779i791-814o826-850i871-899o929-949i961-984o1207-1225i1246-1268o1274-1294i1323-1349o1444-1468i1527-1545o1557-1575i1587-1607o1613-1632i1644-1672o1748-1771i
Q9NY47;1;0;i44-64o
Q9NY56;0;Y;n3-14c19/20o
Q9NY59;2;0;i12-31o66-85i
Q9NY61;0;0;i
Q9NY64;12;0;i26-48o68-91i98-118o124-144i156-175o181-202i257-279o291-313i320-340o370-396i408-425o437-459i
Q9NY65;0;0;i
Q9NY72;1;Y;n7-17c22/23o160-181i
Q9NY74;0;0;i
Q9NY91;13;0;i29-48o103-121i141-169o175-193i205-223o274-292i313-334o381-410i422-443o459-477i484-506o526-548i639-658o
Q9NY93;0;0;i
Q9NY97;1;0;i7-25o
Q9NY99;0;0;i
Q9NYA1;0;0;i
Q9NYA3;0;0;i
Q9NYA4;0;0;i
Q9NYB0;0;0;i
Q9NYB5;11;0;o42-59i80-99o111-132i221-251o271-295i355-373o393-413i425-445o550-577i589-612o641-664i
Q9NYB9;0;0;i
Q9NYC9;2;0;o3178-3197i3376-3394o
Q9NYD6;0;0;i
Q9NYF0;0;0;i
Q9NYF8;0;0;i
Q9NYG2;4;0;i45-67o73-92i171-194o214-235i
Q9NYG5;0;0;i
Q9NYG8;5;Y;n4-15c20/21o90-111i118-138o169-190i202-222o234-257i
Q9NYH9;0;0;i
Q9NYI0;0;0;i
Q9NYJ7;1;Y;n9-21c26/27o491-513i
Q9NYJ8;0;0;i
Q9NYK1;2;0;i12-30o840-865i
Q9NYK5;0;0;i
Q9NYK6;0;0;i
Q9NYL2;0;0;i
Q9NYL5;3;Y;n8-19c23/24o266-290i354-372o416-435i
Q9NYM4;7;Y;n4-11c16/17o75-97i109-129o149-167i187-206o241-262i293-314o326-348i
Q9NYM9;1;0;i87-106o
Q9NYP3;0;0;i
Q9NYP7;7;0;o32-49i61-80o114-132i144-161o167-186i207-224o230-251i
Q9NYP8;0;Y;n8-15c19/20o
Q9NYP9;0;0;i
Q9NYQ3;0;0;i
Q9NYQ6;7;Y;n8-21c29/30o2470-2493i2505-2523o2529-2551i2572-2592o2612-2632i2653-2675o2681-2704i
Q9NYQ7;7;Y;n18-29c47/48o2538-2562i2574-2594o2600-2622i2643-2663o2683-2705i2726-2745o2751-2774i
Q9NYQ8;1;Y;n3-13c18/19o4049-4069i
Q9NYR8;0;0;i
Q9NYR9;0;0;i
Q9NYS0;0;0;i
Q9NYU1;0;Y;n12-22c31/32o
Q9NYU2;1;0;i12-37o
Q9NYV4;0;0;i
Q9NYV6;0;0;i
Q9NYV7;7;0;o6-33i45-63o83-105i125-150o178-201i229-252o258-278i
Q9NYW0;8;0;i7-30o42-62i74-91o97-121i128-148o176-201i225-245o257-280i
Q9NYW4;7;0;o6-32i44-63o83-104i125-149o178-197i218-242o254-276i
Q9NYW5;7;0;o6-27i47-70o82-108i129-150o174-200i231-251o263-283i
Q9NYW8;0;0;i
Q9NYX4;1;0;i88-108o
Q9NYY1;0;Y;n6-19c24/25o
Q9NYY3;0;0;i
Q9NYY8;0;0;i
Q9NYZ1;4;0;i35-53o59-79i126-147o153-172i
Q9NYZ2;0;0;i
Q9NYZ3;0;0;i
Q9NYZ4;1;Y;n2-12c16/17o361-384i
Q9NZ01;5;0;o85-107i166-184o196-215i235-250o256-281i
Q9NZ08;0;Y;n15-26c32/33o
Q9NZ09;0;0;i
Q9NZ20;0;Y;n3-14c19/20o
Q9NZ42;2;0;i18-38o58-81i
Q9NZ43;1;0;o232-252i
Q9NZ45;1;0;o13-31i
Q9NZ52;0;0;i
Q9NZ53;1;Y;n13-28c33/34o498-522i
Q9NZ56;0;0;i
Q9NZ63;0;0;i
Q9NZ71;0;0;i
Q9NZ72;0;Y;n15-25c29/30o
Q9NZ81;0;0;i
Q9NZ94;1;Y;n22-33c38/39o708-731i
Q9NZA1;0;0;i
Q9NZB2;0;0;i
Q9NZB8;0;0;i
Q9NZC2;1;Y;n6-13c18/19o175-197i
Q9NZC3;0;Y;n10-23c31/32o
Q9NZC4;0;0;i
Q9NZC7;0;0;i
Q9NZC9;0;0;i
Q9NZD1;7;0;o22-47i59-82o94-115i127-150o170-193i205-224o244-266i
Q9NZD2;0;0;i
Q9NZD4;0;0;i
Q9NZD8;0;0;i
Q9NZE8;0;Y;n2-10c15/16o
Q9NZG7;2;0;i66-87o107-127i
Q9NZH0;7;Y;n14-25c30/31o54-81i93-115o127-147i159-183o203-222i234-256o271-289i
Q9NZH6;0;0;i
Q9NZH7;0;0;i
Q9NZH8;0;0;i
Q9NZI2;0;0;i
Q9NZI5;0;0;i
Q9NZI6;0;0;i
Q9NZI7;0;0;i
Q9NZI8;0;0;i
Q9NZJ0;0;0;i
Q9NZJ4;0;0;i
Q9NZJ5;1;Y;n13-24c29/30o521-544i
Q9NZJ6;0;0;i
Q9NZJ7;0;0;i
Q9NZJ9;0;0;i
Q9NZK5;0;Y;n11-24c29/30o
Q9NZK7;0;Y;n6-17c24/25o
Q9NZL3;0;0;i
Q9NZL4;0;0;i
Q9NZL9;0;0;i
Q9NZM1;1;0;o2026-2048i
Q9NZM3;0;0;i
Q9NZM4;0;0;i
Q9NZM5;0;0;i
Q9NZM6;7;0;o32-51i230-252o277-297i318-338o358-381i407-429o469-490i
Q9NZN1;1;0;o360-381i
Q9NZN3;0;0;i
Q9NZN4;0;0;i
Q9NZN5;0;0;i
Q9NZN8;0;0;i
Q9NZN9;0;0;i
Q9NZP6;0;0;i
Q9NZP8;0;Y;n25-36c45/46o
Q9NZQ0;0;0;i
Q9NZQ3;2;0;i459-483o503-523i
Q9NZQ7;1;Y;n3-13c18/19o241-261i
Q9NZQ8;5;0;o728-754i812-831o837-854i874-895o950-970i
Q9NZR1;0;0;i
Q9NZR2;1;Y;n4-15c20/21o4444-4467i
Q9NZR4;0;0;i
Q9NZS2;1;0;o39-62i
Q9NZS9;4;0;o140-162i332-349o361-381i402-427o
Q9NZT1;0;0;i
Q9NZU0;1;Y;n8-19c28/29o527-552i
Q9NZU1;1;0;o553-578i
Q9NZU5;0;0;i
Q9NZU7;0;0;i
Q9NZV1;1;Y;n10-28c34/35o940-960i
Q9NZV5;0;Y;n31-42c50/51o
Q9NZV6;0;0;i
Q9NZV7;0;0;i
Q9NZV8;7;0;i183-204o224-245i257-279o285-303i324-345o357-373i385-406o
Q9NZW4;0;Y;n3-10c15/16o
Q9NZZ3;0;0;i
Q9P000;0;0;i
Q9P003;3;0;i5-25o52-75i118-137o
Q9P013;0;0;i
Q9P021;0;0;i
Q9P032;0;0;i
Q9P035;6;0;i150-170o190-207i214-235o241-261i281-304o324-343i
Q9P055;7;0;o58-76i88-108o151-171i192-213o219-238i250-266o278-295i
Q9P086;0;0;i
Q9P0B6;1;0;i78-95o
Q9P0G3;0;Y;n18-29c34/35o
Q9P0I2;3;0;o12-34i115-136o169-188i
Q9P0J0;1;0;o30-50i
Q9P0J1;0;0;i
Q9P0J7;0;0;i
Q9P0K1;1;Y;n4-17c25/26o737-760i
Q9P0K7;0;0;i
Q9P0K8;0;0;i
Q9P0K9;1;Y;n10-20c28/29o272-290i
Q9P0L0;1;0;o228-248i
Q9P0L1;0;0;i
Q9P0L2;0;0;i
Q9P0L9;5;0;o104-129i350-368o388-406i477-499o539-560i
Q9P0M2;0;0;i
Q9P0M6;1;0;i37-57o
Q9P0N5;4;0;i20-44o56-76i88-107o119-142i
Q9P0N8;2;0;i142-163o175-199i
Q9P0N9;0;0;i
Q9P0P0;0;0;i
Q9P0P8;0;0;i
Q9P0R6;0;0;i
Q9P0S3;2;0;i23-43o101-117i
Q9P0S9;4;0;o12-30i37-56o62-81i88-108o
Q9P0T4;0;0;i
Q9P0T7;1;Y;n3-15c20/21o90-112i
Q9P0U1;1;0;i21-36o
Q9P0U3;0;0;i
Q9P0U4;0;0;i
Q9P0V3;0;0;i
Q9P0V8;1;Y;n6-16c23/24o234-256i
Q9P0V9;0;0;i
Q9P0W0;1;0;i12-28o
Q9P0W2;0;0;i
Q9P0W8;0;0;i
Q9P0X4;23;0;i79-101o121-141i153-172o208-232i345-366o372-397i641-659o671-697i704-723o762-784i804-820o840-862i1171-1189o1209-1230i1242-1268o1306-1328i1369-1387o1407-1431i1487-1504o1524-1543i1595-1616o1622-1641i1708-1730o
Q9P0Z9;0;0;i
Q9P107;0;0;i
Q9P109;0;Y;n16-26c31/32o
Q9P121;0;Y;n13-25c33/34o
Q9P126;1;0;o29-54i
Q9P127;0;0;i
Q9P1A6;0;0;i
Q9P1Q0;0;0;i
Q9P1T7;0;0;i
Q9P1U0;0;0;i
Q9P1W3;9;0;o35-59i139-159o193-211i406-430o450-473i494-517o606-630i651-676o682-706i
Q9P1W8;1;Y;n12-23c28/29o363-383i
Q9P1W9;0;0;i
Q9P1Y5;0;0;i
Q9P1Z0;0;0;i
Q9P1Z2;0;0;i
Q9P1Z3;6;0;i94-118o124-143i172-192o204-222i242-261o325-350i
Q9P202;0;0;i
Q9P206;0;0;i
Q9P209;0;0;i
Q9P212;0;0;i
Q9P218;0;Y;n7-17c22/23o
Q9P219;0;0;i
Q9P225;1;0;o4275-4293i
Q9P232;1;Y;n8-19c24/25o1009-1027i
Q9P241;11;0;i99-118o124-140i322-343o363-390i582-601o1113-1133i1145-1166o1196-1218i1225-1246o1252-1278i1298-1317o
Q9P243;0;0;i
Q9P246;0;Y;n2-9c14/15o
Q9P253;0;0;i
Q9P258;0;0;i
Q9P266;0;0;i
Q9P267;0;0;i
Q9P270;0;0;i
Q9P272;0;0;i
Q9P273;1;0;i309-334o
Q9P275;0;0;i
Q9P278;0;0;i
Q9P283;1;0;o1034-1057i
Q9P286;0;0;i
Q9P287;0;0;i
Q9P289;0;0;i
Q9P296;7;0;o39-60i72-94o114-137i149-171o205-227i234-255o275-294i
Q9P2A4;0;0;i
Q9P2B2;1;Y;n9-16c21/22o831-852i
Q9P2B4;0;0;i
Q9P2D0;0;0;i
Q9P2D1;0;0;i
Q9P2D3;0;0;i
Q9P2D7;0;0;i
Q9P2E2;0;0;i
Q9P2E3;0;0;i
Q9P2E5;0;Y;n3-10c15/16o
Q9P2E8;2;Y;n5-16c23/24o238-259i271-292o
Q9P2E9;1;0;i9-28o
Q9P2F6;0;0;i
Q9P2F9;0;0;i
Q9P2G1;0;0;i
Q9P2G3;0;0;i
Q9P2G4;0;0;i
Q9P2G9;0;0;i
Q9P2H0;0;0;i
Q9P2H3;0;0;i
Q9P2H5;0;0;i
Q9P2I0;0;0;i
Q9P2J2;1;Y;n2-13c17/18o735-760i
Q9P2J3;0;0;i
Q9P2J5;0;0;i
Q9P2K1;0;0;i
Q9P2K2;1;0;i7-25o
Q9P2K3;0;0;i
Q9P2K5;0;0;i
Q9P2K6;0;0;i
Q9P2K8;0;0;i
Q9P2K9;12;0;o74-96i463-480o486-509i521-541o561-581i593-616o730-747i1178-1201o1207-1228i1289-1315o1321-1344i1356-1378o
Q9P2L0;0;0;i
Q9P2M1;0;0;i
Q9P2M4;0;0;i
Q9P2M7;0;0;i
Q9P2N2;0;0;i
Q9P2N4;0;Y;n3-14c27/28o
Q9P2N6;0;0;i
Q9P2N7;0;0;i
Q9P2P5;0;0;i
Q9P2P6;0;0;i
Q9P2Q2;0;0;i
Q9P2R3;0;0;i
Q9P2R6;0;0;i
Q9P2R7;0;0;i
Q9P2S2;1;Y;n14-22c26/27o1638-1658i
Q9P2S5;0;0;i
Q9P2T0;0;0;i
Q9P2T1;0;0;i
Q9P2U7;8;0;i206-231o237-255i304-328o340-358i379-397o403-424i436-456o468-489i
Q9P2U8;8;0;i214-239o245-263i306-328o348-366i387-405o411-432i444-464o476-497i
Q9P2W1;0;0;i
Q9P2W3;0;0;i
Q9P2W7;1;0;i7-25o
Q9P2W9;1;0;o312-333i
Q9P2X0;1;Y;n4-15c27/28o43-62i
Q9P2X3;0;0;i
Q9P2Y4;0;0;i
Q9P2Y5;0;0;i
Q9UBB4;0;0;i
Q9UBB5;0;0;i
Q9UBB6;0;0;i
Q9UBB9;0;0;i
Q9UBC0;0;0;i
Q9UBC1;0;0;i
Q9UBC2;0;0;i
Q9UBC3;0;0;i
Q9UBC5;0;0;i
Q9UBC7;0;Y;n8-19c27/28o
Q9UBC9;0;0;i
Q9UBD0;0;0;i
Q9UBD3;0;Y;n3-14c21/22o
Q9UBD5;0;0;i
Q9UBD6;10;0;i12-32o62-81i93-113o125-144i151-170o182-200i212-231o251-271i304-324o395-416i
Q9UBD9;0;Y;n12-22c27/28o
Q9UBE0;0;0;i
Q9UBE8;0;0;i
Q9UBF1;0;0;i
Q9UBF2;0;0;i
Q9UBF6;0;0;i
Q9UBF8;0;0;i
Q9UBF9;0;0;i
Q9UBG0;1;0;o1413-1436i
Q9UBG3;0;0;i
Q9UBH0;0;0;i
Q9UBH6;8;0;i237-259o271-292i316-339o345-361i373-396o402-419i474-497o509-530i
Q9UBI1;0;0;i
Q9UBI4;1;0;o58-79i
Q9UBI6;0;0;i
Q9UBJ2;2;Y;n23-33c38/39o104-126i147-167o
Q9UBK2;0;0;i
Q9UBK5;1;Y;n4-13c18/19o50-72i
Q9UBK8;0;Y;n4-11c19/20o
Q9UBK9;0;0;i
Q9UBL3;0;0;i
Q9UBL6;0;0;i
Q9UBL9;2;0;i43-61o345-367i
Q9UBM1;4;0;i12-29o49-66i87-111o150-179i
Q9UBM4;0;Y;n3-14c19/20o
Q9UBM7;7;0;o37-58i150-170o176-197i266-286o306-327i334-351o415-440i
Q9UBM8;1;0;i26-43o
Q9UBN1;4;0;i7-28o103-125i137-161o181-207i
Q9UBN4;8;0;o326-350i362-381o401-418i439-459o479-498i519-541o561-583i595-617o
Q9UBN6;1;0;o210-232i
Q9UBN7;0;0;i
Q9UBP0;1;0;i57-78o
Q9UBP4;0;Y;n4-17c29/30o
Q9UBP5;0;0;i
Q9UBP6;0;0;i
Q9UBP9;0;0;i
Q9UBQ0;0;0;i
Q9UBQ5;0;0;i
Q9UBQ6;1;0;o18-43i
Q9UBQ7;0;0;i
Q9UBR1;0;0;i
Q9UBR2;0;Y;n11-18c23/24o
Q9UBR4;0;0;i
Q9UBR5;4;0;i21-39o45-65i77-100o106-129i
Q9UBS0;0;0;i
Q9UBS3;0;Y;n7-18c23/24o
Q9UBS4;0;Y;n6-17c22/23o
Q9UBS5;7;Y;n2-12c19/20o591-616i628-647o667-687i708-731o768-788i808-826o832-854i
Q9UBS8;0;0;i
Q9UBS9;1;Y;n7-22c29/30o1012-1030i
Q9UBT2;0;0;i
Q9UBT3;0;Y;n2-13c18/19o
Q9UBT6;0;0;i
Q9UBT7;1;0;o695-711i
Q9UBU3;0;Y;n7-18c23/24o
Q9UBU7;0;0;i
Q9UBU8;0;0;i
Q9UBU9;0;0;i
Q9UBV2;1;Y;n5-16c21/22o743-761i
Q9UBV4;0;Y;n4-22c29/30o
Q9UBV7;1;0;i31-51o
Q9UBV8;0;0;i
Q9UBW5;0;0;i
Q9UBW7;0;0;i
Q9UBW8;0;0;i
Q9UBX0;0;0;i
Q9UBX1;0;Y;n4-14c19/20o
Q9UBX2;0;0;i
Q9UBX3;0;0;i
Q9UBX5;0;Y;n7-17c25/26o
Q9UBX7;0;Y;n35-45c50/51o
Q9UBX8;0;Y;n14-24c28/29o
Q9UBY0;11;Y;n18-26c33/34o107-128i140-157o169-192i204-229o235-257i269-299o319-340i361-383o389-412i432-453o459-483i
Q9UBY5;7;0;o30-53i65-88o108-125i145-167o187-207i240-261o277-295i
Q9UBY8;7;0;o21-42i62-84o104-121i133-153o159-180i201-219o231-249i
Q9UBY9;0;0;i
Q9UBZ4;0;0;i
Q9UBZ9;0;0;i
Q9UC07;0;0;i
Q9UD71;0;0;i
Q9UDR5;0;0;i
Q9UDT6;0;0;i
Q9UDV6;0;0;i
Q9UDW1;1;0;o14-32i
Q9UDW3;0;0;i
Q9UDX3;0;0;i
Q9UDY2;0;0;i
Q9UDY4;0;0;i
Q9UDY6;0;0;i
Q9UDY8;0;0;i
Q9UEE5;0;0;i
Q9UEF7;1;Y;n17-28c33/34o982-1003i
Q9UEG4;0;0;i
Q9UER7;0;0;i
Q9UET6;0;0;i
Q9UEU0;1;0;i207-226o
Q9UEW3;1;0;i44-68o
Q9UEW8;0;0;i
Q9UEY8;0;0;i
Q9UF11;0;0;i
Q9UF12;0;0;i
Q9UF33;1;Y;n9-20c24/25o548-573i
Q9UF56;0;0;i
Q9UFB7;0;0;i
Q9UFC0;0;0;i
Q9UFD9;0;0;i
Q9UFE4;0;0;i
Q9UFF9;0;0;i
Q9UFG5;0;0;i
Q9UFH2;0;0;i
Q9UFP1;0;Y;n16-25c29/30o
Q9UFW8;0;0;i
Q9UG01;0;0;i
Q9UG22;2;0;i271-288o294-316i
Q9UG56;0;0;i
Q9UGB7;0;0;i
Q9UGC6;0;0;i
Q9UGC7;0;Y;n5-13c18/19o
Q9UGH3;12;0;i99-124o136-155i162-180o215-234i241-263o269-287i308-332o370-392i458-480o486-505i517-534o549-568i
Q9UGI0;0;0;i
Q9UGI6;7;0;i283-302o314-337i363-385o405-428i449-474o494-511i523-543o
Q9UGI8;0;0;i
Q9UGI9;0;0;i
Q9UGJ0;0;0;i
Q9UGJ1;0;0;i
Q9UGK3;0;0;i
Q9UGK8;0;0;i
Q9UGL1;0;0;i
Q9UGL9;0;0;i
Q9UGM1;4;Y;n6-17c22/23o239-262i269-290o302-321i458-476o
Q9UGM3;0;0;i
Q9UGM5;0;Y;n3-16c25/26o
Q9UGM6;0;0;i
Q9UGN4;1;Y;n2-12c17/18o181-201i
Q9UGN5;0;0;i
Q9UGP4;0;0;i
Q9UGP5;0;0;i
Q9UGP8;3;0;o15-35i77-94o190-213i
Q9UGQ2;3;0;i33-54o60-83i103-130o
Q9UGQ3;12;0;i38-63o83-103i110-130o136-157i169-187o193-214i288-309o315-333i340-362o396-420i432-453o465-483i
Q9UGR2;0;0;i
Q9UGT4;1;Y;n4-15c27/28o784-808i
Q9UGU0;0;0;i
Q9UGU5;0;0;i
Q9UGY1;0;0;i
Q9UH03;0;0;i
Q9UH17;0;0;i
Q9UH65;0;0;i
Q9UH73;0;0;i
Q9UH77;0;0;i
Q9UH92;0;0;i
Q9UH99;3;0;i158-174o180-201i213-234o
Q9UHA4;0;0;i
Q9UHA7;0;0;i
Q9UHB4;0;Y;n5-12c17/18o
Q9UHB6;0;0;i
Q9UHB7;0;0;i
Q9UHB9;0;0;i
Q9UHC1;0;0;i
Q9UHC3;1;0;o43-61i
Q9UHC6;1;Y;n7-18c25/26o1262-1283i
Q9UHC7;0;0;i
Q9UHC9;14;Y;n8-16c21/22o285-305i351-372o633-654i666-690o696-719i739-761o773-797i848-869o889-908i1140-1160o1166-1188i1195-1213o1233-1257i1269-1292o
Q9UHD0;0;Y;n3-14c18/19o
Q9UHD1;0;0;i
Q9UHD2;0;0;i
Q9UHD4;0;0;i
Q9UHD8;0;0;i
Q9UHD9;0;0;i
Q9UHE5;2;0;o51-78i199-217o
Q9UHE8;6;0;i73-91o117-143i164-184o218-236i257-278o290-313i
Q9UHF0;0;Y;n5-15c20/21o
Q9UHF1;0;Y;n7-18c23/24o
Q9UHF3;1;0;i43-76o
Q9UHF4;1;Y;n12-23c29/30o252-274i
Q9UHF7;0;0;i
Q9UHG0;0;0;i
Q9UHG2;0;Y;n15-26c33/34o
Q9UHG3;0;Y;n8-19c23/24o
Q9UHH9;0;0;i
Q9UHI5;14;0;i40-60o72-93i113-131o137-156i163-183o189-210i231-248o268-290i297-317o323-342i363-381o387-411i423-444o450-469i
Q9UHI6;0;Y;n3-14c19/20o
Q9UHI7;11;0;o40-66i78-100o106-124i156-176o182-204i211-229o249-272i399-421o427-446i458-475o491-511i
Q9UHI8;0;Y;n35-46c51/52o
Q9UHJ3;0;0;i
Q9UHJ6;0;0;i
Q9UHJ9;6;0;i21-43o75-96i117-134o146-166i186-204o210-230i
Q9UHK0;0;0;i
Q9UHK6;1;0;o149-169i
Q9UHL0;0;0;i
Q9UHL4;0;Y;n6-16c25/26o
Q9UHL9;0;0;i
Q9UHM6;6;0;o71-96i108-133o145-166i187-212o232-258i297-323o
Q9UHN1;0;0;i
Q9UHN6;1;0;i83-103o
Q9UHP3;0;0;i
Q9UHP6;0;0;i
Q9UHP7;1;0;i34-59o
Q9UHQ1;0;0;i
Q9UHQ9;0;Y;n8-21c26/27o
Q9UHR4;0;0;i
Q9UHR5;0;0;i
Q9UHV2;0;0;i
Q9UHV7;0;0;i
Q9UHV8;0;0;i
Q9UHV9;0;0;i
Q9UHW9;14;0;i186-206o212-234i241-260o272-297i318-337o343-362i476-496o516-542i621-639o645-666i678-695o701-717i875-893o913-930i
Q9UHX1;0;0;i
Q9UHX3;7;Y;n5-18c23/24o538-561i573-590o602-626i646-664o684-710i730-752o758-781i
Q9UHY1;0;0;i
Q9UHY7;0;0;i
Q9UHY8;0;0;i
Q9UI08;0;0;i
Q9UI09;0;0;i
Q9UI10;0;0;i
Q9UI12;0;0;i
Q9UI14;2;0;o78-111i132-156o
Q9UI17;0;0;i
Q9UI26;0;Y;n6-14c19/20o
Q9UI30;0;0;i
Q9UI32;0;0;i
Q9UI33;25;0;i99-118o130-149i161-180o200-219i226-247o253-276i373-392o578-596i608-629o641-661i698-723o754-774i786-811o1057-1075i1095-1112o1118-1140i1166-1199o1285-1308i1358-1381o1401-1419i1431-1449o1455-1474i1486-1514o1534-1557i1578-1604o
Q9UI36;0;0;i
Q9UI38;0;Y;n22-32c39/40o
Q9UI40;11;0;i36-59o135-153i174-199o205-226i238-257o263-284i471-487o499-522i534-556o601-624i631-650o
Q9UI42;0;Y;n4-12c17/18o
Q9UI43;0;0;i
Q9UI46;0;0;i
Q9UI47;0;0;i
Q9UI95;0;0;i
Q9UIA0;0;0;i
Q9UIA9;0;0;i
Q9UIB8;1;Y;n6-16c21/22o225-246i
Q9UIC8;0;0;i
Q9UID3;0;0;i
Q9UID6;0;0;i
Q9UIE0;0;0;i
Q9UIF7;0;0;i
Q9UIF8;0;0;i
Q9UIF9;0;0;i
Q9UIG0;0;0;i
Q9UIG4;0;Y;n7-15c22/23o
Q9UIG8;12;0;i35-60o80-101i108-125o175-192i213-241o261-283i350-370o390-410i422-441o536-562i574-597o625-648i
Q9UIH9;0;0;i
Q9UII2;0;0;i
Q9UII4;1;0;i767-793o
Q9UII6;0;0;i
Q9UIJ5;4;0;i17-37o49-71i171-189o209-231i
Q9UIJ7;0;0;i
Q9UIK4;0;0;i
Q9UIK5;2;0;i12-33o319-341i
Q9UIL1;0;0;i
Q9UIL4;0;0;i
Q9UIL8;0;0;i
Q9UIQ6;1;0;i111-131o
Q9UIR0;2;0;o6-23i459-477o
Q9UIS9;0;0;i
Q9UIU6;0;0;i
Q9UIV1;0;0;i
Q9UIV8;0;0;i
Q9UIW0;0;0;i
Q9UIW2;1;Y;n10-21c26/27o1243-1267i
Q9UIX4;7;0;i228-249o269-288i300-318o338-357i377-398o410-427i439-460o
Q9UJ14;0;0;i
Q9UJ37;0;Y;n8-26c33/34o
Q9UJ41;0;0;i
Q9UJ55;0;0;i
Q9UJ68;0;Y;n8-18c26/27o
Q9UJ70;0;0;i
Q9UJ71;1;0;o44-64i
Q9UJ78;0;0;i
Q9UJ83;1;0;o420-440i
Q9UJ90;1;0;o59-81i
Q9UJ96;7;0;i178-199o219-238i250-273o285-302i322-340o360-377i384-408o
Q9UJ98;0;0;i
Q9UJA2;6;0;i112-129o135-154i166-187o193-212i244-262o268-289i
Q9UJA3;0;0;i
Q9UJA5;0;0;i
Q9UJA9;1;Y;n6-17c22/23o431-452i
Q9UJC3;0;0;i
Q9UJD0;0;0;i
Q9UJF2;0;0;i
Q9UJJ9;0;Y;n3-14c24/25o
Q9UJL9;0;0;i
Q9UJM3;0;0;i
Q9UJM8;0;0;i
Q9UJP4;0;Y;n5-13c18/19o
Q9UJQ1;1;0;o237-256i
Q9UJQ4;0;0;i
Q9UJS0;0;0;i
Q9UJT1;0;0;i
Q9UJT2;0;0;i
Q9UJT9;0;0;i
Q9UJU2;0;0;i
Q9UJU5;0;0;i
Q9UJU6;0;0;i
Q9UJV3;0;0;i
Q9UJV9;0;0;i
Q9UJW0;0;0;i
Q9UJW2;0;0;i
Q9UJW3;0;0;i
Q9UJW8;0;0;i
Q9UJW9;0;0;i
Q9UJX0;0;0;i
Q9UJX2;0;Y;n8-16c21/22o
Q9UJX3;0;0;i
Q9UJX4;0;0;i
Q9UJX5;0;0;i
Q9UJX6;0;0;i
Q9UJY1;0;0;i
Q9UJY4;0;Y;n2-13c25/26o
Q9UJY5;0;0;i
Q9UJZ1;0;Y;n9-20c28/29o
Q9UK05;0;Y;n6-17c22/23o
Q9UK17;7;0;i181-202o222-243i255-276o282-300i321-342o354-370i382-403o
Q9UK22;0;0;i
Q9UK23;1;Y;n8-19c24/25o449-473i
Q9UK32;0;0;i
Q9UK33;0;0;i
Q9UK39;0;0;i
Q9UK41;0;0;i
Q9UK45;0;0;i
Q9UK53;0;0;i
Q9UK55;0;Y;n3-13c18/19o
Q9UK58;0;Y;n8-19c27/28o
Q9UK59;0;0;i
Q9UK61;0;0;i
Q9UK73;0;0;i
Q9UK76;0;0;i
Q9UK80;0;0;i
Q9UK96;0;0;i
